"datasetNO" "ID" "gender" "age" "ethnic" "edu" "SES" "objSES" "subSES" "abroad" "abroad_c" "abroad_t" "FD1" "SD2" "UP3" "FW4" "FD5" "SD6" "UP7" "FW8" "FD9" "SD10" "UP11" "FW12" "FD13" "SD14" "UP15" "FW16" "FD17" "SD18" "UP19" "UP20" "FW21" "SD22" "FW23" "SD24" "UP25" "FW26" "UP27" "BFI1" "BFI2" "BFI3" "BFI4" "BFI5" "BFI6" "BFI7" "BFI8" "BFI9" "BFI10" "BFI11" "BFI12" "BFI13" "BFI14" "BFI15" "BFI16" "BFI17" "BFI18" "BFI19" "BFI20" "BFI21" "BFI22" "BFI23" "BFI24" "BFI25" "BFI26" "BFI27" "BFI28" "BFI29" "BFI30" "BFI31" "BFI32" "BFI33" "BFI34" "BFI35" "BFI36" "BFI37" "BFI38" "BFI39" "BFI40" "BFI41" "BFI42" "BFI43" "BFI44" "BFI45" "BFI46" "BFI47" "BFI48" "BFI49" "BFI50" "BFI51" "BFI52" "BFI53" "BFI54" "BFI55" "BFI56" "BFI57" "BFI58" "BFI59" "BFI60" "MLOC1" "MLOC2" "MLOC3" "MLOC4" "MLOC5" "MLOC6" "MLOC7" "MLOC8" "MLOC9" "MLOC10" "MLOC11" "MLOC12" "MLOC13" "MLOC14" "MLOC15" "MLOC16" "MLOC17" "MLOC18" "MLOC19" "MLOC20" "MLOC21" "MLOC22" "MLOC23" "MLOC24" "FD" "SD" "UP" "FW" "CHN_MLOC_6_I" "CHN_MLOC_6_P" "CHN_MLOC_6_C"
"95" 9 6211 "男" "2002.1" "汉族" "本科（含本科在读）" 15000 4 4 "否" "" "" 2 3 2 2 2 4 3 4 3 4 4 3 3 5 3 4 4 4 3 4 3 3 4 4 3 2 3 3 4 2 3 2 4 4 3 4 4 2 2 4 4 4 4 2 4 4 4 2 3 2 3 2 3 4 2 4 2 4 4 4 4 4 4 4 4 4 4 3 2 3 3 2 4 2 2 2 3 4 4 4 4 2 4 4 2 2 3 1 -1 1 1 2 1 -1 1 2 1 1 -1 1 -3 -1 1 -1 -1 -1 1 2 1 1 -1 2.8 3.85714285714286 3.125 3.14285714285714 31 28 20
"96" 9 6306 "女" "2000.02" "汉族" "本科（含本科在读）" 15000 4 5 "否" "" "" 2 4 2 4 2 4 3 5 2 2 4 5 2 4 4 5 4 4 4 5 4 4 5 3 2 4 4 4 4 2 5 2 5 4 4 5 4 2 2 4 2 5 2 2 4 3 2 4 3 2 5 4 2 4 2 3 2 4 4 4 4 3 3 2 5 2 4 4 3 4 5 2 4 2 2 4 2 2 4 4 2 3 4 5 2 3 5 2 -1 -1 -1 2 -2 -3 1 3 1 -2 1 -3 -2 -1 2 -2 1 2 -1 2 1 1 -2 2.4 3.57142857142857 3.5 4.57142857142857 36 16 18
"97" 9 675 "女" "1999.02" "汉族" "硕士（含硕士在读）" 10000 6 6 "否" "" "" 2 4 4 4 1 4 5 4 3 3 5 4 1 4 3 4 3 5 4 4 3 4 4 4 2 4 3 2 5 2 4 2 4 5 2 3 4 2 2 4 2 4 4 1 4 4 2 1 1 1 4 2 2 4 2 4 2 4 4 4 2 4 2 2 4 2 3 4 1 4 4 2 2 1 1 3 2 4 4 4 2 2 4 4 2 2 4 2 -2 1 2 2 1 -1 -1 2 2 -1 -1 1 -1 -2 -1 1 1 1 1 3 -1 2 -2 2 4 3.75 3.85714285714286 39 23 19
"98" 9 6231 "男" "2003.06" "汉族" "本科（含本科在读）" 6000 6 5 "否" "" "" 2 4 1 4 1 4 4 5 1 4 5 4 2 5 4 5 2 4 4 2 4 4 5 4 2 5 4 4 5 1 4 2 5 4 2 4 5 2 1 4 2 5 2 1 5 2 5 4 2 1 4 2 1 4 2 5 2 2 5 4 2 5 2 1 5 2 5 5 2 4 5 1 4 1 2 4 1 2 5 4 2 1 5 4 1 2 4 2 -1 -3 2 2 -2 -3 -2 3 -2 -3 -2 -2 -1 -1 -3 -3 1 2 -2 2 -2 2 -2 1.6 4.14285714285714 3.25 4.57142857142857 40 6 8
"99" 9 6204 "女" "2004.08" "汉族" "本科（含本科在读）" 12000 5 5 "是" "英国" "6" 2 4 2 4 1 3 3 4 2 3 4 4 2 5 3 5 2 5 3 4 3 2 4 3 2 3 3 2 4 5 2 4 2 4 4 3 2 4 3 2 4 2 4 2 2 4 2 2 2 4 3 2 4 4 4 2 4 4 4 2 4 2 4 3 2 4 4 3 4 2 2 4 2 3 4 2 2 4 4 3 4 2 2 2 3 4 2 2 -1 -2 -1 -1 1 -1 -2 2 1 -1 1 1 -2 -2 -1 -2 2 2 -2 2 -2 3 -2 1.8 3.57142857142857 3 3.85714285714286 35 12 20
"100" 9 6100 "男" "2002.08" "汉族" "本科（含本科在读）" 7000 4 5 "是" "马来西亚" "8个月" 2 3 3 4 1 4 3 4 3 2 3 4 3 4 3 4 2 4 3 3 2 3 5 3 3 4 2 4 5 2 2 4 3 4 2 2 4 3 2 4 2 3 4 2 4 2 3 2 2 3 4 2 2 4 2 4 3 3 4 5 2 3 3 2 5 2 4 3 3 4 3 3 4 2 1 3 3 4 4 3 3 2 3 3 1 3 3 2 -2 -2 1 1 -1 2 2 2 -2 2 -1 1 -1 2 1 1 -1 2 1 2 -1 1 -2 2.2 3.28571428571429 2.875 3.85714285714286 34 30 18
"101" 9 6297 "男" "2002.07" "汉族" "本科（含本科在读）" 10000 4 4 "否" "" "" 2 2 3 3 2 3 4 5 2 2 2 5 2 3 4 5 3 2 4 4 4 4 5 4 2 3 4 5 5 3 4 1 5 5 4 3 4 2 1 5 1 4 1 1 3 3 4 4 2 1 4 3 1 5 3 5 2 3 5 3 2 4 2 2 3 2 3 5 1 5 5 2 5 2 2 5 2 2 5 3 1 3 5 5 3 2 4 1 -1 1 2 1 -1 -1 2 -1 1 1 -1 1 1 1 2 -1 1 1 -1 2 2 2 -1 2.2 2.85714285714286 3.375 4.28571428571429 33 30 23
"103" 9 6313 "女" "1997.07" "汉族" "本科（含本科在读）" 5000 5 4 "否" "" "" 4 4 4 4 2 4 4 5 5 3 4 4 2 4 4 5 4 4 4 4 4 4 4 3 4 4 4 4 4 2 4 3 4 4 1 4 3 2 2 4 3 4 4 2 4 4 4 4 2 2 4 2 2 4 2 4 2 2 4 4 4 4 3 3 4 4 4 4 3 4 4 2 4 2 2 2 2 2 4 4 4 3 4 4 2 2 4 1 1 1 1 1 2 -1 2 2 2 2 1 1 1 -1 2 -1 1 2 -1 2 1 2 2 3.4 3.71428571428571 4 4.28571428571429 36 28 34
"104" 9 6184 "男" "1997.01" "汉族" "硕士（含硕士在读）" 5000 4 5 "否" "" "" 3 3 3 3 2 2 4 4 3 3 2 3 3 4 3 4 4 4 3 4 4 4 4 3 3 3 3 4 4 2 4 2 4 4 2 4 4 3 2 4 2 4 4 2 4 3 4 3 2 2 4 3 2 4 2 4 2 4 4 4 2 4 2 2 4 2 4 4 2 4 4 2 4 2 2 2 2 2 4 4 2 2 4 4 2 2 4 -1 -1 -1 -1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3.28571428571429 3.125 3.57142857142857 30 30 31
"105" 9 6129 "女" "2000.1" "汉族" "硕士（含硕士在读）" 13000 3 3 "否" "" "" 2 3 2 2 2 1 2 4 4 2 3 2 2 4 2 4 4 4 4 4 2 4 4 4 4 3 3 3 4 3 4 3 2 4 2 4 4 2 3 4 1 2 4 1 4 4 2 1 2 2 4 2 4 4 1 4 2 4 5 5 4 3 4 2 4 3 3 3 4 4 5 4 2 2 1 4 4 5 5 5 4 4 4 4 4 3 2 -1 1 -1 2 2 1 -2 1 2 -1 1 -1 1 -2 -1 1 -2 1 2 -1 2 -1 2 -1 2.8 3.14285714285714 3 3 36 21 20
"106" 9 605 "男" "2000" "汉族" "本科（含本科在读）" 20000 7 4 "否" "" "" 1 4 3 1 2 1 4 4 1 3 4 2 1 4 3 3 4 4 1 5 3 4 3 2 2 1 4 4 4 2 4 5 5 4 4 4 5 2 2 4 1 5 4 2 4 2 2 2 1 4 5 1 1 4 5 4 2 5 2 4 2 2 2 4 4 2 4 4 4 4 5 2 4 4 2 4 4 2 5 4 2 4 4 4 4 2 4 2 -2 -2 -3 1 1 -2 3 3 -1 -1 3 3 2 3 3 -3 -3 -2 3 3 2 2 2 1.8 3.14285714285714 3.25 2.42857142857143 27 32 30
"107" 9 6226 "男" "200409" "汉族" "本科（含本科在读）" 10000 5 5 "否" "" "" 4 4 3 4 2 4 2 4 3 4 2 4 2 4 2 5 4 4 3 4 5 4 5 5 4 4 2 4 5 2 4 2 4 5 2 5 4 2 2 5 3 5 5 2 4 2 4 4 2 2 4 2 2 5 2 5 2 4 5 5 2 4 2 2 4 2 5 4 2 4 5 2 4 2 2 2 2 2 4 4 2 3 5 4 2 2 5 2 -1 -2 -1 2 -2 2 -2 2 2 -1 -1 -2 -2 -1 -1 -2 2 3 -1 2 3 3 -1 3 4.14285714285714 2.75 4.42857142857143 39 16 20
"108" 9 682 "男" "2002.06" "汉族" "本科（含本科在读）" 26000 6 4 "否" "" "" 2 2 1 2 1 3 4 5 2 1 4 5 2 2 4 5 4 4 4 4 5 1 4 2 3 4 5 4 3 2 4 3 4 4 1 4 4 2 2 4 1 3 2 2 4 2 3 2 3 1 3 2 2 3 2 4 1 1 4 3 2 3 2 1 4 1 4 4 2 4 4 1 4 2 1 4 3 2 3 5 1 3 4 4 2 2 3 1 -3 -1 -3 3 -3 -1 -2 3 2 -3 -1 -2 -1 -3 -1 -3 3 2 -3 3 -3 2 -3 2.2 2.14285714285714 3.625 4.28571428571429 38 4 13
"109" 9 6203 "男" "1999.08" "汉族" "本科（含本科在读）" 15000 6 5 "否" "" "" 2 2 1 3 1 2 4 4 2 1 5 4 1 4 4 5 3 4 5 4 4 2 4 1 4 5 2 4 5 2 4 1 5 5 2 5 4 2 1 5 2 4 2 1 4 3 4 1 2 2 4 2 2 4 2 4 1 4 5 4 2 5 2 2 5 2 4 5 1 5 5 2 4 2 1 2 1 4 5 5 2 1 5 5 2 1 4 2 -1 -2 -1 -1 1 -1 -3 3 1 -2 -1 -1 -2 -3 -1 -1 -1 2 -1 3 -2 2 1 1.8 2.28571428571429 3.625 4.14285714285714 33 9 21
"110" 9 6314 "男" "2002.01" "汉族" "本科（含本科在读）" 11000 6 8 "否" "" "" 4 5 5 4 5 4 5 4 3 5 5 4 5 3 4 4 5 4 5 4 5 4 5 4 5 4 3 4 5 3 4 1 5 5 2 4 5 2 1 4 2 5 5 2 5 4 4 4 1 5 4 2 2 4 2 5 2 4 5 4 5 5 4 2 4 5 5 5 2 4 5 2 4 2 1 3 3 4 5 4 2 2 4 5 4 5 4 3 -1 2 2 2 3 2 3 2 3 -1 -2 2 1 2 2 2 3 3 2 2 1 3 2 4.4 4.14285714285714 4.5 4.28571428571429 44 37 34
"112" 9 676 "男" "2000.02" "汉族" "本科（含本科在读）" 20000 6 6 "否" "" "" 1 2 2 4 1 1 5 4 1 2 1 5 2 5 4 5 1 5 2 4 5 1 4 1 2 5 4 5 4 2 5 4 5 4 2 5 5 1 2 5 1 4 2 1 5 2 1 2 1 1 4 5 1 4 1 5 5 2 4 5 2 1 4 1 5 1 4 5 1 4 5 4 4 1 2 5 4 5 4 5 1 5 4 5 2 1 2 -3 -1 -3 -1 3 -3 -3 -3 2 3 -3 -2 -1 -3 -3 -2 -1 3 3 -3 3 -1 3 -3 1.2 2.42857142857143 3 4.57142857142857 37 6 10
"113" 9 6155 "男" "2003.9" "汉族" "本科（含本科在读）" 10000 2 2 "是" "美国" "3个月" 1 1 1 2 2 2 4 5 1 2 4 2 2 2 4 5 4 4 4 5 2 3 4 2 2 2 4 5 4 2 5 1 5 5 1 5 5 1 1 5 3 5 2 1 5 1 5 3 1 1 4 2 1 4 2 4 1 2 5 5 1 5 2 4 5 2 4 5 4 5 4 2 5 4 1 1 1 3 4 5 2 2 5 3 2 2 4 1 -2 -2 2 2 2 -2 -2 2 -1 2 -2 2 -2 -2 1 2 1 2 -2 2 -1 2 -2 2 2.28571428571429 3.5 3.14285714285714 38 21 16
"114" 9 646 "男" "2001.01" "汉族" "本科（含本科在读）" 40000 8 8 "是" "美国" "12" 3 3 4 4 2 3 3 5 4 2 3 5 3 3 3 5 4 5 3 4 5 4 5 2 3 5 3 5 5 1 5 1 5 5 1 5 5 1 1 5 1 5 3 1 5 1 5 4 1 1 5 1 1 5 1 5 1 1 5 5 1 5 1 1 5 2 5 5 3 5 5 1 5 1 1 5 1 2 4 5 1 1 5 4 1 1 5 3 1 1 1 3 -1 1 1 3 1 1 1 -1 -3 1 2 -3 1 2 2 3 2 1 -3 3.2 3.14285714285714 3.25 4.85714285714286 41 28 23
"115" 9 684 "女" "2002.08" "汉族" "本科（含本科在读）" 18000 6 7 "否" "" "" 1 2 1 5 1 1 5 4 1 1 4 5 1 4 5 5 4 4 1 4 5 2 5 1 1 4 5 5 4 1 4 1 5 4 1 4 5 1 1 4 2 5 1 1 5 1 2 2 1 1 4 1 1 5 1 4 2 1 5 5 2 4 1 2 5 1 5 5 1 4 5 1 4 1 1 5 2 4 5 5 1 2 4 5 1 2 5 -1 -3 -2 -1 3 -3 -1 -2 2 1 -3 -3 -1 -2 -3 -1 -3 2 3 -2 3 -1 2 -3 1.6 2.14285714285714 3.25 4.71428571428571 37 7 9
"116" 9 6242 "女" "1996.07" "汉族" "硕士（含硕士在读）" 10000 3 2 "否" "" "" 3 4 3 2 3 3 4 4 3 3 4 3 3 4 3 4 4 4 4 5 2 3 4 4 3 2 4 4 4 3 2 3 3 4 4 3 3 4 3 3 3 2 2 2 3 4 2 3 3 4 2 2 3 4 2 3 3 3 4 3 5 3 3 4 2 4 3 3 3 3 3 3 5 3 3 2 2 4 4 4 4 3 4 4 3 3 3 1 -1 1 -1 -1 1 1 1 2 2 1 2 3 1 1 2 -1 1 1 -1 3 1 1 -1 3.2 3.57142857142857 3.75 3 31 30 31
"117" 9 6182 "女" "2002.08" "汉族" "本科（含本科在读）" 7500 7 6 "否" "" "" 1 4 1 4 1 4 5 4 1 5 4 5 2 4 5 4 1 4 4 2 4 5 4 5 2 5 4 4 5 2 4 1 4 5 1 4 5 1 2 5 1 4 2 1 5 2 5 5 2 1 4 2 1 5 2 4 1 1 4 5 2 4 1 2 5 1 4 5 2 4 5 2 5 1 2 4 1 2 4 5 2 1 5 4 1 2 5 3 -1 -2 3 2 -3 -2 -3 2 -3 -2 -3 -1 -2 -3 -1 -2 2 3 -3 3 -2 2 -2 1.2 4.42857142857143 3.375 4.28571428571429 44 6 7
"118" 9 687 "男" "200011" "汉族" "本科（含本科在读）" 15000 4 4 "否" "" "" 2 4 4 2 2 3 5 4 2 2 4 4 1 4 4 4 3 3 4 5 4 4 4 3 4 3 4 2 4 2 4 3 3 4 1 3 2 4 1 4 2 3 4 1 4 3 2 1 1 1 4 3 4 4 2 4 5 4 5 4 4 2 4 1 4 4 3 2 1 4 4 5 2 3 2 1 3 4 4 5 4 4 2 4 3 2 2 1 2 -2 -1 1 -1 1 -1 2 -2 -2 1 2 2 1 1 1 -2 1 1 1 1 1 2 2 3.28571428571429 4.25 3.57142857142857 28 25 30
"119" 9 602 "男" "2002.01" "汉族" "本科（含本科在读）" 6000 5 4 "是" "马来西亚" "2个月" 2 1 2 4 1 2 5 4 1 1 5 1 1 3 5 5 1 4 5 5 4 4 5 3 2 3 4 2 4 2 4 5 5 5 3 5 5 4 2 4 2 3 3 1 4 3 1 3 2 1 4 4 2 4 2 4 2 4 3 3 2 2 3 2 3 4 3 3 3 4 4 2 3 3 2 5 5 3 4 4 2 4 3 4 2 1 3 2 -1 -1 1 1 1 -1 2 2 2 -1 2 2 -1 1 2 1 1 1 1 1 2 1 2 1.2 2.57142857142857 4.125 3.71428571428571 34 31 30
"120" 9 603 "男" "2001.04" "汉族" "本科（含本科在读）" 18000 5 4 "否" "" "" 2 4 2 4 1 4 3 4 2 4 2 5 1 4 2 5 4 5 3 4 4 5 5 4 2 4 2 5 4 2 5 1 5 4 2 5 5 2 1 5 1 4 4 1 5 3 5 4 1 1 4 1 1 5 2 4 1 3 5 5 1 4 2 1 5 1 4 4 1 5 4 2 5 2 1 5 1 1 4 5 1 1 5 4 1 1 5 1 -1 -2 1 2 -2 -1 1 3 2 1 -1 -1 -2 1 2 3 2 2 -1 3 1 2 -1 2 4.28571428571429 2.5 4.42857142857143 40 27 20
"121" 9 695 "女" "2001.1" "汉族" "本科（含本科在读）" 16000 5 6 "否" "" "" 1 5 2 5 2 4 3 4 1 4 2 5 1 4 2 5 4 5 3 4 4 5 5 4 2 4 2 5 4 1 5 1 5 5 1 5 5 1 1 4 1 4 4 1 5 2 5 4 1 1 4 1 1 4 2 5 1 2 5 4 2 4 2 1 4 2 4 4 1 5 4 1 4 1 1 5 2 2 5 4 1 2 5 4 2 1 4 2 -2 -1 -2 1 -2 -3 -2 3 -1 -1 -2 -1 -2 -1 -2 -2 2 3 -2 3 -2 2 -1 1.8 4.42857142857143 2.5 4.57142857142857 38 12 9
"122" 9 667 "女" "1998.09" "汉族" "硕士（含硕士在读）" 15000 3 2 "否" "" "" 2 4 4 2 2 4 5 5 2 4 4 3 2 5 4 4 4 5 4 5 2 4 4 2 3 2 4 4 4 2 1 4 1 4 4 4 2 2 4 4 4 2 2 2 4 5 1 2 1 4 1 2 2 1 4 1 4 4 2 4 5 2 2 1 4 4 2 4 5 2 2 5 4 5 2 1 3 4 4 4 5 2 4 1 4 5 2 1 1 3 -2 -1 2 2 3 2 2 2 3 2 2 2 3 -1 -2 2 2 2 -1 2 -2 2.4 4 4.125 3.14285714285714 28 36 37
"123" 9 689 "女" "200112" "汉族" "本科（含本科在读）" 15000 5 5 "否" "" "" 1 4 2 4 1 4 3 4 2 4 2 5 1 4 2 4 4 5 3 4 5 4 5 4 2 4 2 4 5 1 5 1 5 5 2 4 5 2 2 5 1 4 3 1 5 2 4 3 1 2 5 2 1 5 2 4 1 2 5 5 2 4 2 1 5 2 4 4 2 5 4 1 4 1 1 4 1 2 5 5 1 2 5 4 1 2 4 3 -2 -1 -1 1 -2 -1 -1 2 1 -2 -1 -1 -2 -1 -1 -3 1 2 -1 3 -1 2 -2 1.8 4.14285714285714 2.5 4.42857142857143 37 13 14
"124" 9 6290 "女" "2002.1" "汉族" "本科（含本科在读）" 9000 7 6 "否" "" "" 1 4 1 5 2 5 5 4 1 4 5 4 1 5 4 5 1 5 5 1 4 5 4 5 2 5 4 4 5 2 5 1 5 4 2 4 5 1 2 4 1 4 2 1 4 2 4 4 2 1 5 2 1 4 2 5 2 2 4 4 2 4 2 1 4 2 5 4 1 4 5 2 4 1 2 4 2 2 4 5 1 2 4 5 2 1 4 2 -1 -2 2 2 -3 -2 -3 2 -1 -2 -2 -2 -3 -2 -3 -3 1 2 -3 3 -2 2 -3 1.2 4.71428571428571 3.375 4.42857142857143 40 5 6
"125" 9 6254 "女" "1996.12" "汉族" "硕士（含硕士在读）" 100000 4 5 "否" "" "" 3 4 4 3 3 3 3 4 3 3 3 4 2 4 4 5 4 4 4 4 3 4 3 3 3 3 3 3 4 2 3 4 3 4 4 4 3 3 3 4 3 4 4 2 3 2 2 2 2 2 3 3 3 4 2 3 3 4 4 2 4 2 3 3 4 3 3 3 3 4 4 3 3 3 4 3 4 4 4 3 2 4 4 4 4 4 4 1 -1 -1 -1 -1 1 -1 1 2 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 3 3.57142857142857 3.5 3.57142857142857 29 28 26
"126" 9 652 "男" "2003.09" "汉族" "本科（含本科在读）" 15000 5 5 "否" "" "" 1 2 2 4 1 2 2 5 1 1 4 4 1 4 2 5 2 4 4 2 4 1 4 2 2 4 5 5 5 1 4 1 5 4 1 5 5 1 1 5 1 5 1 1 5 1 4 4 1 1 5 1 1 5 1 5 1 1 5 4 1 5 1 1 5 2 4 5 1 5 5 1 5 1 1 5 1 1 5 5 1 1 5 5 1 1 5 3 -1 -1 2 -3 -2 -3 -2 2 2 -1 -2 -3 -2 -3 2 -3 3 2 -2 3 2 3 -3 1.2 2.28571428571429 2.875 4.28571428571429 39 11 15
"127" 9 6336 "男" "2000.06" "汉族" "本科（含本科在读）" 8000 2 1 "否" "" "" 2 1 3 3 2 3 3 2 3 1 3 4 2 5 2 3 2 2 3 5 4 2 3 4 2 2 3 2 5 4 3 3 2 4 5 4 5 2 3 3 1 4 4 2 3 4 3 2 2 4 4 1 2 4 4 5 2 5 4 3 3 3 3 2 3 4 5 4 3 4 4 2 2 3 4 1 3 4 4 3 4 2 4 4 3 2 4 -1 2 -1 1 -2 2 1 1 2 1 1 1 2 2 -1 2 1 -1 -1 1 -1 1 1 -2 2.2 2.57142857142857 3 3 22 29 33
"128" 9 650 "男" "2002.12" "汉族" "本科（含本科在读）" 14000 6 5 "否" "" "" 2 4 4 4 2 4 4 5 2 4 5 4 3 4 4 5 4 4 5 4 4 4 5 4 3 3 5 4 4 2 4 2 4 4 1 5 4 2 2 5 3 4 5 2 4 2 4 4 2 2 5 2 1 5 1 3 1 4 4 5 2 4 2 2 4 2 5 4 2 4 5 2 5 2 2 3 2 3 4 4 2 3 4 5 2 2 4 2 1 1 2 2 -2 -1 1 2 1 1 1 1 -1 1 1 -2 1 1 1 2 1 2 -2 2.6 4 4.25 4.28571428571429 38 29 22
"129" 9 653 "女" "1998.04" "汉族" "硕士（含硕士在读）" 5000 6 5 "否" "" "" 2 3 2 3 2 3 2 5 4 3 3 4 1 4 2 5 4 4 2 4 3 2 4 3 2 3 2 3 4 2 4 2 4 4 3 5 4 4 2 5 2 3 4 2 4 3 3 3 2 2 4 2 2 4 2 5 2 4 4 4 2 3 2 2 4 2 5 4 3 5 4 2 4 4 2 3 4 2 5 5 4 2 4 2 2 2 3 -1 -2 1 -1 1 -1 -1 1 1 1 1 -1 -1 -1 1 1 -1 1 1 -1 2 1 3 -1 2.6 3.14285714285714 2.375 3.85714285714286 31 26 19
"130" 9 678 "男" "2002.8" "汉族" "本科（含本科在读）" 10000 4 4 "否" "" "" 4 4 4 2 3 2 3 4 3 3 2 3 2 3 4 5 4 4 3 4 3 3 4 4 3 2 4 2 3 2 2 2 4 4 4 3 4 4 2 3 2 2 4 4 3 4 3 2 2 2 2 3 4 2 3 3 2 4 2 4 2 3 4 2 4 4 3 2 4 4 4 2 2 4 3 2 3 3 4 4 3 2 2 2 3 2 3 1 1 1 -1 -1 2 2 1 1 1 2 2 2 -1 1 2 1 -1 1 -1 1 1 1 -1 3.2 3.28571428571429 3.375 3.28571428571429 26 32 32
"131" 9 6222 "女" "199712" "汉族" "博士及以上（含博士在读)" 15000 6 5 "否" "" "" 2 2 2 3 1 3 3 2 2 2 3 3 2 3 2 4 2 4 2 3 3 1 4 2 2 3 2 2 4 3 1 1 3 4 2 2 4 3 2 4 2 5 5 1 3 5 5 2 2 4 1 1 4 4 3 3 1 5 4 3 5 5 2 2 4 4 4 2 4 4 3 1 2 2 3 1 1 4 4 4 4 1 2 1 3 2 5 2 -2 -1 1 1 -1 -1 -1 3 -1 -2 -2 1 -2 -1 -1 -2 -1 2 -1 3 1 1 -3 1.8 2.42857142857143 2.375 3.14285714285714 36 18 11
"132" 9 607 "女" "2003.07" "汉族" "本科（含本科在读）" 8000 5 6 "否" "" "" 1 4 2 5 2 4 4 5 2 5 4 5 2 4 4 5 2 5 5 2 4 4 5 4 2 5 4 4 5 2 5 2 4 5 2 4 5 2 1 5 1 4 2 1 5 1 5 4 2 1 4 1 1 4 1 5 2 1 5 4 2 5 2 1 5 1 4 5 2 4 5 2 4 1 2 5 2 1 5 4 2 1 5 4 2 1 5 2 -1 -3 1 2 -3 -2 -1 2 -3 -2 -1 -3 -1 -2 -3 -1 2 1 -2 3 -3 2 -1 1.8 4.28571428571429 3.375 4.85714285714286 39 7 9
"133" 9 6113 "女" "1999.12" "汉族" "硕士（含硕士在读）" 30 5 5 "否" "" "" 4 4 3 3 4 3 2 5 4 4 4 3 3 4 2 4 4 4 3 4 2 4 4 4 2 4 2 2 4 3 3 3 3 4 4 2 4 4 2 3 4 3 4 1 3 4 2 2 3 3 2 4 4 4 3 3 3 4 4 4 4 3 4 3 3 4 4 2 4 3 4 4 3 3 2 2 4 4 4 4 4 4 2 4 4 3 3 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 1 -1 -1 1 -1 1 1 -1 1 1 1 1 3.8 3.85714285714286 2.75 3.57142857142857 28 24 24
"134" 9 6228 "女" "2002.09" "汉族" "本科（含本科在读）" 7000 6 6 "否" "" "" 5 4 4 2 5 4 2 4 5 4 2 2 5 4 2 4 5 4 2 5 2 4 4 5 4 2 1 5 4 2 4 2 5 4 2 5 4 2 1 4 2 4 2 1 5 1 4 5 2 1 5 2 1 5 1 5 1 2 5 4 1 4 1 2 5 1 4 5 1 4 4 2 5 1 2 5 2 2 4 5 2 1 5 4 1 2 5 -1 2 3 -1 -1 1 3 2 -1 2 3 2 1 2 2 3 3 -1 1 2 -2 2 -1 3 5 4.14285714285714 2.75 2.85714285714286 17 42 42
"135" 9 6178 "男" "2003.9" "汉族" "本科（含本科在读）" 10000 1 1 "否" "" "" 1 1 1 2 2 2 4 5 1 2 4 3 2 2 4 5 4 4 4 4 2 3 4 2 2 2 4 5 2 2 5 1 5 5 2 5 5 2 2 4 2 5 2 2 5 2 5 3 2 1 5 2 2 4 2 5 2 2 4 5 2 5 2 4 5 2 3 5 4 5 5 1 5 2 2 4 2 3 4 4 2 1 5 5 2 2 4 2 2 1 -2 3 2 -2 1 2 -1 2 -1 2 -2 1 1 2 1 2 -2 2 2 2 -2 2 2.28571428571429 3.375 3.28571428571429 36 33 21
"136" 9 6169 "男" "2002.05" "汉族" "本科（含本科在读）" 15000 6 7 "否" "" "" 4 2 1 4 1 5 1 5 1 4 1 5 1 2 1 5 2 4 2 5 4 4 5 4 1 4 2 5 4 1 4 1 4 4 2 4 5 2 1 5 2 5 4 2 4 2 5 4 1 1 4 2 2 4 2 4 2 4 4 4 2 4 2 2 4 2 4 4 1 4 4 2 4 2 2 4 1 4 4 4 1 2 4 4 2 2 4 2 -2 -2 3 2 -2 -2 -2 2 2 -2 -2 -2 -1 2 -2 -2 2 2 -2 2 2 2 -2 1.8 3.57142857142857 1.75 4.57142857142857 41 16 13
"137" 9 6161 "女" "2001.12" "汉族" "本科（含本科在读）" 20000 6 5 "否" "" "" 2 4 4 4 1 4 4 5 2 4 4 5 1 4 4 5 4 4 4 4 5 4 4 4 4 3 5 5 5 2 4 1 4 5 2 4 4 2 1 4 2 4 4 2 4 2 4 4 2 1 4 4 1 5 2 4 2 5 5 4 4 4 2 2 4 2 4 4 2 5 4 2 4 2 1 2 2 3 4 5 4 4 4 4 2 2 4 1 -1 -1 -1 -2 -1 -1 -1 -1 1 -1 1 -1 1 -1 1 -1 -2 1 -2 2 -1 1 1 2 4 4.125 4.42857142857143 23 15 26
"138" 9 6175 "女" "1999.03" "苗族" "硕士（含硕士在读）" 3000 4 4 "否" "" "" 4 4 1 2 2 4 2 3 4 4 2 3 2 4 4 4 4 4 3 4 1 3 5 3 3 2 2 1 5 2 3 3 2 5 4 4 4 4 1 5 3 3 4 2 4 5 2 1 2 5 2 2 4 3 2 3 3 5 3 3 5 4 5 1 4 5 4 2 2 4 3 2 2 2 3 2 2 3 2 3 4 1 2 4 2 2 4 1 1 1 1 -1 2 1 1 1 1 1 1 1 -2 1 2 -2 -1 1 -1 1 2 1 -1 3.2 3.71428571428571 2.625 2.85714285714286 28 28 29
